elapsed_s,leg,sign,phase,timestamp,cmd_vx,odom_vx,odom_vy,odom_omega,act_base_left_wheel,act_base_back_wheel,act_base_right_wheel,cur_base_left_wheel,cur_base_back_wheel,cur_base_right_wheel,pos_right_gripper,pos_right_shoulder_lift,pos_right_shoulder_pan,pos_right_elbow_flex,load_right_gripper,load_right_shoulder_lift,load_right_shoulder_pan,load_right_elbow_flex,grip_dev
22.87,5,-1,dwell,2026-08-05T21:17:29.428081+00:00,-0.3,-0.1838,0.0013,0.59,2100,0,-2050,18,1,20,2390,2098,1970,2132,34,112,1050,84,0
22.92,5,-1,dwell,2026-08-05T21:17:29.478814+00:00,-0.3,-0.1771,-0.0,0.0,2000,0,-2000,14,0,19,2390,2098,1969,2132,34,112,1052,84,0
22.971,5,-1,dwell,2026-08-05T21:17:29.529122+00:00,-0.3,-0.1816,-0.0,0.0,2050,0,-2050,19,1,20,2390,2098,1968,2132,34,112,1054,84,0
23.021,5,-1,dwell,2026-08-05T21:17:29.579020+00:00,-0.3,-0.1816,-0.0,0.0,2050,0,-2050,17,0,11,2390,2098,1967,2132,34,112,1056,84,0
23.071,5,-1,dwell,2026-08-05T21:17:29.628969+00:00,-0.3,-0.1816,-0.0077,1.76,2050,150,-2050,19,1,16,2390,2098,1968,2132,34,112,1046,84,0
23.12,5,-1,dwell,2026-08-05T21:17:29.678528+00:00,-0.3,-0.1816,-0.0051,1.17,2050,100,-2050,18,0,17,2390,2098,1969,2132,34,112,1044,84,0
23.17,5,-1,dwell,2026-08-05T21:17:29.728409+00:00,-0.3,-0.1838,0.0013,0.59,2100,0,-2050,13,0,15,2390,2098,1970,2132,34,112,1046,84,0
23.221,5,-1,ramp_down,2026-08-05T21:17:29.779226+00:00,-0.2994,-0.1838,0.0038,-0.0,2100,-50,-2050,11,1,13,2390,2098,1969,2132,34,112,1048,84,0
23.27,5,-1,ramp_down,2026-08-05T21:17:29.828685+00:00,-0.2869,-0.1771,0.0026,-2.34,1950,-100,-2050,20,0,14,2390,2098,1967,2132,34,112,1056,84,0
23.32,5,-1,ramp_down,2026-08-05T21:17:29.878689+00:00,-0.2744,-0.1793,0.0013,-1.17,2000,-50,-2050,16,1,10,2390,2098,1967,2132,34,112,1052,84,0
23.37,5,-1,ramp_down,2026-08-05T21:17:29.928762+00:00,-0.2618,-0.1838,-0.0089,-0.59,2000,100,-2150,16,1,12,2390,2098,1968,2132,34,112,1046,84,0
23.421,5,-1,ramp_down,2026-08-05T21:17:29.978945+00:00,-0.2493,-0.1793,-0.0038,0.0,2000,50,-2050,20,0,11,2390,2098,1969,2132,34,112,1044,84,0
23.471,5,-1,ramp_down,2026-08-05T21:17:30.029058+00:00,-0.2368,-0.1816,0.0026,-2.34,2000,-100,-2100,17,0,10,2390,2098,1969,2132,34,112,1048,84,0
23.521,5,-1,ramp_down,2026-08-05T21:17:30.079869+00:00,-0.2243,-0.186,-0.0,0.0,2100,0,-2100,10,1,14,2390,2098,1969,2132,34,112,1050,84,0
23.571,5,-1,ramp_down,2026-08-05T21:17:30.129082+00:00,-0.2118,-0.1793,-0.0013,-0.59,2000,0,-2050,14,1,13,2390,2098,1967,2132,34,112,1056,84,0
23.621,5,-1,ramp_down,2026-08-05T21:17:30.179281+00:00,-0.1992,-0.1793,0.0013,-1.17,2000,-50,-2050,17,1,14,2390,2098,1966,2132,34,112,1054,84,0
23.671,5,-1,ramp_down,2026-08-05T21:17:30.229295+00:00,-0.1867,-0.1816,0.0026,-0.59,2050,-50,-2050,13,1,12,2390,2098,1966,2132,34,112,1054,84,0
23.721,5,-1,ramp_down,2026-08-05T21:17:30.279416+00:00,-0.1742,-0.1816,-0.0026,0.59,2050,50,-2050,16,1,13,2390,2098,1967,2132,34,112,1052,84,0
23.771,5,-1,ramp_down,2026-08-05T21:17:30.329464+00:00,-0.1617,-0.1771,-0.0026,-1.17,1950,0,-2050,20,1,14,2390,2098,1968,2132,34,112,1046,84,0
23.821,5,-1,ramp_down,2026-08-05T21:17:30.379541+00:00,-0.1492,-0.1838,0.0013,0.59,2100,0,-2050,11,1,14,2390,2098,1968,2132,34,112,1050,84,0
23.871,5,-1,ramp_down,2026-08-05T21:17:30.429584+00:00,-0.1366,-0.1838,-0.0013,-0.59,2050,0,-2100,13,1,14,2390,2098,1968,2132,34,112,1050,84,0
23.921,5,-1,ramp_down,2026-08-05T21:17:30.479715+00:00,-0.1241,-0.1771,-0.0,0.0,2000,0,-2000,22,1,19,2390,2098,1967,2132,34,112,1056,84,0
23.971,5,-1,ramp_down,2026-08-05T21:17:30.529673+00:00,-0.1116,-0.1816,-0.0,0.0,2050,0,-2050,11,1,11,2390,2098,1967,2132,34,112,1052,84,0
24.021,5,-1,ramp_down,2026-08-05T21:17:30.579844+00:00,-0.0991,-0.1749,-0.0013,-0.59,1950,0,-2000,12,0,5,2390,2098,1968,2132,34,112,1046,84,0
24.072,5,-1,ramp_down,2026-08-05T21:17:30.629917+00:00,-0.0866,-0.1661,0.0013,0.59,1900,0,-1850,12,1,7,2390,2098,1968,2132,34,112,1050,84,0
24.122,5,-1,ramp_down,2026-08-05T21:17:30.679955+00:00,-0.0741,-0.1594,-0.0,0.0,1800,0,-1800,10,1,5,2390,2098,1968,2132,34,112,1050,84,0
24.172,5,-1,ramp_down,2026-08-05T21:17:30.730084+00:00,-0.0615,-0.1506,-0.0,3.52,1800,100,-1600,4,0,6,2390,2098,1967,2132,34,112,1056,84,0
24.222,5,-1,ramp_down,2026-08-05T21:17:30.780036+00:00,-0.049,-0.1395,0.0013,0.59,1600,0,-1550,4,1,8,2390,2098,1965,2132,34,112,1060,84,0
24.272,5,-1,ramp_down,2026-08-05T21:17:30.830177+00:00,-0.0365,-0.1262,-0.0038,-0.0,1400,50,-1450,4,0,7,2390,2098,1964,2132,34,112,1062,84,0
24.322,5,-1,ramp_down,2026-08-05T21:17:30.880259+00:00,-0.024,-0.1129,-0.0013,-0.59,1250,0,-1300,3,1,8,2390,2098,1963,2132,34,112,1060,84,0
24.372,5,-1,ramp_down,2026-08-05T21:17:30.930334+00:00,-0.0115,-0.1107,-0.0,0.0,1250,0,-1250,4,2,4,2390,2098,1963,2132,34,112,1060,84,0
